epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.56E+12,2019-06-26T11:50:27.425,1911.403,0.253,0.021,0.1
1.56E+12,2019-06-26T11:50:27.436,1911.414,0.154,0.053,-0.161
1.56E+12,2019-06-26T11:50:27.446,1911.424,0.227,0.066,-0.086
1.56E+12,2019-06-26T11:50:27.455,1911.433,0.185,0.137,-0.058
1.56E+12,2019-06-26T11:50:27.465,1911.443,0.155,-0.142,-0.193
1.56E+12,2019-06-26T11:50:27.475,1911.453,0.158,0.005,-0.352
1.56E+12,2019-06-26T11:50:27.485,1911.463,0.179,0.024,-0.166
1.56E+12,2019-06-26T11:50:27.494,1911.472,0.135,0.007,-0.28
1.56E+12,2019-06-26T11:50:27.504,1911.482,0.157,-0.149,-0.396
1.56E+12,2019-06-26T11:50:27.515,1911.493,0.114,0.068,-0.425
1.56E+12,2019-06-26T11:50:27.525,1911.503,0.184,-0.018,-0.359
1.56E+12,2019-06-26T11:50:27.534,1911.512,0.124,-0.063,-0.459
1.56E+12,2019-06-26T11:50:27.544,1911.522,0.109,-0.138,-0.536
1.56E+12,2019-06-26T11:50:27.554,1911.532,0.176,0.102,-0.459
1.56E+12,2019-06-26T11:50:27.564,1911.542,0.183,-0.057,-0.451
1.56E+12,2019-06-26T11:50:27.573,1911.551,0.124,-0.045,-0.499
1.56E+12,2019-06-26T11:50:27.583,1911.561,0.136,-0.04,-0.62
1.56E+12,2019-06-26T11:50:27.594,1911.572,0.169,0.103,-0.491
1.56E+12,2019-06-26T11:50:27.604,1911.582,0.103,-0.113,-0.662
1.56E+12,2019-06-26T11:50:27.613,1911.591,0.121,-0.003,-0.683
1.56E+12,2019-06-26T11:50:27.623,1911.601,0.135,0.079,-0.638
1.56E+12,2019-06-26T11:50:27.633,1911.611,0.127,0.14,-0.537
1.56E+12,2019-06-26T11:50:27.642,1911.62,0.109,-0.05,-0.707
1.56E+12,2019-06-26T11:50:27.652,1911.63,0.109,0.093,-0.581
1.56E+12,2019-06-26T11:50:27.663,1911.641,0.137,0.121,-0.528
1.56E+12,2019-06-26T11:50:27.673,1911.651,0.121,0.077,-0.405
1.56E+12,2019-06-26T11:50:27.682,1911.66,0.121,-0.042,-0.594
1.56E+12,2019-06-26T11:50:27.692,1911.67,0.141,0.139,-0.478
1.56E+12,2019-06-26T11:50:27.702,1911.68,0.131,0.068,-0.65
1.56E+12,2019-06-26T11:50:27.712,1911.69,0.092,0.026,-0.647
1.56E+12,2019-06-26T11:50:27.721,1911.699,0.139,-0.001,-0.764
1.56E+12,2019-06-26T11:50:27.731,1911.709,0.142,0.165,-0.582
1.56E+12,2019-06-26T11:50:27.742,1911.72,0.093,0.041,-0.848
1.56E+12,2019-06-26T11:50:27.752,1911.73,0.078,0.032,-0.866
1.56E+12,2019-06-26T11:50:27.761,1911.739,0.117,0.103,-0.843
1.56E+12,2019-06-26T11:50:27.771,1911.749,0.116,0.19,-0.663
1.56E+12,2019-06-26T11:50:27.781,1911.759,0.091,0.021,-0.955
1.56E+12,2019-06-26T11:50:27.791,1911.769,0.074,0.09,-0.866
1.56E+12,2019-06-26T11:50:27.800,1911.778,0.115,0.147,-0.737
1.56E+12,2019-06-26T11:50:27.811,1911.789,0.124,0.135,-0.608
1.56E+12,2019-06-26T11:50:27.821,1911.799,0.055,0.029,-0.888
1.56E+12,2019-06-26T11:50:27.831,1911.809,0.082,0.13,-0.796
1.56E+12,2019-06-26T11:50:27.840,1911.818,0.106,0.178,-0.73
1.56E+12,2019-06-26T11:50:27.850,1911.828,0.097,0.118,-0.72
1.56E+12,2019-06-26T11:50:27.860,1911.838,0.023,0.073,-0.926
1.56E+12,2019-06-26T11:50:27.871,1911.849,0.104,0.182,-0.731
1.56E+12,2019-06-26T11:50:27.879,1911.857,0.058,0.168,-0.828
1.56E+12,2019-06-26T11:50:27.890,1911.868,0.084,0.11,-0.858
1.56E+12,2019-06-26T11:50:27.900,1911.878,0.009,0.113,-0.941
1.56E+12,2019-06-26T11:50:27.910,1911.888,0.1,0.207,-0.774
1.56E+12,2019-06-26T11:50:27.919,1911.897,0.04,0.161,-0.921
1.56E+12,2019-06-26T11:50:27.929,1911.907,0.099,0.11,-0.909
1.56E+12,2019-06-26T11:50:27.939,1911.917,0.026,0.191,-0.827
1.56E+12,2019-06-26T11:50:27.948,1911.926,0.108,0.213,-0.765
1.56E+12,2019-06-26T11:50:27.958,1911.936,0.016,0.166,-0.93
1.56E+12,2019-06-26T11:50:27.969,1911.947,0.073,0.126,-0.806
1.56E+12,2019-06-26T11:50:27.979,1911.957,0.043,0.242,-0.837
1.56E+12,2019-06-26T11:50:27.989,1911.967,0.061,0.171,-0.871
1.56E+12,2019-06-26T11:50:27.998,1911.976,0.001,0.152,-0.922
1.56E+12,2019-06-26T11:50:28.008,1911.986,0.095,0.146,-0.768
1.56E+12,2019-06-26T11:50:28.019,1911.997,0.053,0.264,-0.83
1.56E+12,2019-06-26T11:50:28.027,1912.005,0.025,0.112,-0.921
1.56E+12,2019-06-26T11:50:28.038,1912.016,0.014,0.154,-0.889
1.56E+12,2019-06-26T11:50:28.048,1912.026,0.084,0.192,-0.751
1.56E+12,2019-06-26T11:50:28.058,1912.036,0.021,0.243,-0.849
1.56E+12,2019-06-26T11:50:28.068,1912.046,0.016,0.096,-0.926
1.56E+12,2019-06-26T11:50:28.077,1912.055,0.024,0.166,-0.787
1.56E+12,2019-06-26T11:50:28.087,1912.065,0.082,0.203,-0.692
1.56E+12,2019-06-26T11:50:28.098,1912.076,0.013,0.253,-0.918
1.56E+12,2019-06-26T11:50:28.106,1912.084,0.005,0.108,-0.919
1.56E+12,2019-06-26T11:50:28.117,1912.095,0.037,0.277,-0.799
1.56E+12,2019-06-26T11:50:28.127,1912.105,0.046,0.215,-0.815
1.56E+12,2019-06-26T11:50:28.136,1912.114,-0.007,0.196,-0.946
1.56E+12,2019-06-26T11:50:28.147,1912.125,-0.002,0.094,-0.878
1.56E+12,2019-06-26T11:50:28.156,1912.134,0.018,0.315,-0.762
1.56E+12,2019-06-26T11:50:28.166,1912.144,0.009,0.152,-0.911
1.56E+12,2019-06-26T11:50:28.175,1912.153,-0.022,0.189,-0.878
1.56E+12,2019-06-26T11:50:28.186,1912.164,-0.002,0.053,-0.594
1.56E+12,2019-06-26T11:50:28.196,1912.174,0.044,0.225,-0.339
1.56E+12,2019-06-26T11:50:28.206,1912.184,0.052,0.006,-0.364
1.56E+12,2019-06-26T11:50:28.215,1912.193,0.039,0.122,-0.625
1.56E+12,2019-06-26T11:50:28.225,1912.203,-0.015,0.116,-0.623
1.56E+12,2019-06-26T11:50:28.235,1912.213,0.003,0.019,0.124
1.56E+12,2019-06-26T11:50:28.246,1912.224,-0.024,-0.254,0.981
1.56E+12,2019-06-26T11:50:28.254,1912.232,0.065,-0.229,1.385
1.56E+12,2019-06-26T11:50:28.265,1912.243,0.028,-0.302,2.104
1.56E+12,2019-06-26T11:50:28.275,1912.253,0.082,-0.131,2.142
1.56E+12,2019-06-26T11:50:28.285,1912.263,-0.184,-0.449,1.51
1.56E+12,2019-06-26T11:50:28.294,1912.272,-0.023,-0.164,2.149
1.56E+12,2019-06-26T11:50:28.304,1912.282,0.186,-0.517,3.17
1.56E+12,2019-06-26T11:50:28.314,1912.292,-0.056,-0.119,2.229
1.56E+12,2019-06-26T11:50:28.325,1912.303,-0.099,-0.379,1.115
1.56E+12,2019-06-26T11:50:28.333,1912.311,-0.048,-0.288,1.49
1.56E+12,2019-06-26T11:50:28.344,1912.322,0.101,-0.089,2.409
1.56E+12,2019-06-26T11:50:28.354,1912.332,0.185,0.137,2.675
1.56E+12,2019-06-26T11:50:28.364,1912.342,0.193,0.23,2.054
1.56E+12,2019-06-26T11:50:28.373,1912.351,0.03,0.433,1.541
1.56E+12,2019-06-26T11:50:28.383,1912.361,0.065,0.031,1.364
1.56E+12,2019-06-26T11:50:28.394,1912.372,0.217,-0.053,1.989
1.56E+12,2019-06-26T11:50:28.402,1912.38,0.332,0.015,2.697
1.56E+12,2019-06-26T11:50:28.413,1912.391,0.159,0.074,1.835
1.56E+12,2019-06-26T11:50:28.423,1912.401,0.098,0.152,1.148
1.56E+12,2019-06-26T11:50:28.433,1912.411,0.245,0.287,1.79
1.56E+12,2019-06-26T11:50:28.442,1912.42,0.325,-0.005,2.047
1.56E+12,2019-06-26T11:50:28.452,1912.43,0.257,-0.137,1.813
1.56E+12,2019-06-26T11:50:28.462,1912.44,0.22,-0.379,1.257
1.56E+12,2019-06-26T11:50:28.473,1912.451,0.214,-0.437,0.972
1.56E+12,2019-06-26T11:50:28.481,1912.459,0.263,-0.664,0.927
1.56E+12,2019-06-26T11:50:28.492,1912.47,0.197,-0.569,0.623
1.56E+12,2019-06-26T11:50:28.502,1912.48,0.2,-0.427,0.553
1.56E+12,2019-06-26T11:50:28.512,1912.49,0.223,-0.365,0.373
1.56E+12,2019-06-26T11:50:28.521,1912.499,0.157,-0.476,0.321
1.56E+12,2019-06-26T11:50:28.531,1912.509,0.148,-0.316,0.135
1.56E+12,2019-06-26T11:50:28.541,1912.519,0.191,-0.189,0.206
1.56E+12,2019-06-26T11:50:28.552,1912.53,0.12,-0.235,-0.089
1.56E+12,2019-06-26T11:50:28.561,1912.539,0.112,-0.344,-0.043
1.56E+12,2019-06-26T11:50:28.571,1912.549,0.117,-0.12,-0.169
1.56E+12,2019-06-26T11:50:28.581,1912.559,0.141,-0.1,-0.125
1.56E+12,2019-06-26T11:50:28.591,1912.569,0.051,-0.189,-0.418
1.56E+12,2019-06-26T11:50:28.600,1912.578,0.109,-0.174,-0.38
1.56E+12,2019-06-26T11:50:28.610,1912.588,0.086,0.118,-0.387
1.56E+12,2019-06-26T11:50:28.621,1912.599,0.125,-0.006,-0.277
1.56E+12,2019-06-26T11:50:28.629,1912.607,0.056,0.057,-0.516
1.56E+12,2019-06-26T11:50:28.640,1912.618,0.095,0.107,-0.533
1.56E+12,2019-06-26T11:50:28.650,1912.628,0.08,0.235,-0.544
1.56E+12,2019-06-26T11:50:28.660,1912.638,0.118,0.029,-0.434
1.56E+12,2019-06-26T11:50:28.669,1912.647,0.059,0.156,-0.557
1.56E+12,2019-06-26T11:50:28.679,1912.657,0.163,0.169,-0.496
1.56E+12,2019-06-26T11:50:28.689,1912.667,0.098,0.167,-0.6
1.56E+12,2019-06-26T11:50:28.700,1912.678,0.069,0.024,-0.574
1.56E+12,2019-06-26T11:50:28.710,1912.688,0.092,0.259,-0.55
1.56E+12,2019-06-26T11:50:28.719,1912.697,0.116,0.153,-0.482
1.56E+12,2019-06-26T11:50:28.729,1912.707,0.044,0.086,-0.594
1.56E+12,2019-06-26T11:50:28.739,1912.717,0.062,0.032,-0.59
1.56E+12,2019-06-26T11:50:28.748,1912.726,0.061,0.25,-0.48
1.56E+12,2019-06-26T11:50:28.758,1912.736,0.093,0.015,-0.442
1.56E+12,2019-06-26T11:50:28.769,1912.747,0.042,0.006,-0.446
1.56E+12,2019-06-26T11:50:28.779,1912.757,0.093,0.099,-0.381
1.56E+12,2019-06-26T11:50:28.789,1912.767,0.069,0.149,-0.166
1.56E+12,2019-06-26T11:50:28.798,1912.776,0.036,-0.093,-0.177
1.56E+12,2019-06-26T11:50:28.808,1912.786,0.057,0.036,-0.008
1.56E+12,2019-06-26T11:50:28.818,1912.796,0.067,0.011,0.26
1.56E+12,2019-06-26T11:50:28.827,1912.805,0.055,-0.048,0.701
1.56E+12,2019-06-26T11:50:28.837,1912.815,0.047,-0.109,0.586
1.56E+12,2019-06-26T11:50:28.848,1912.826,0.017,0.218,0.054
1.56E+12,2019-06-26T11:50:28.858,1912.836,0.085,0.067,0.342
1.56E+12,2019-06-26T11:50:28.868,1912.846,-0.025,-0.148,0.269
1.56E+12,2019-06-26T11:50:28.877,1912.855,0.02,-0.116,0.146
1.56E+12,2019-06-26T11:50:28.887,1912.865,0.087,0.212,0.399
1.56E+12,2019-06-26T11:50:28.896,1912.874,0.066,0.067,0.256
1.56E+12,2019-06-26T11:50:28.906,1912.884,-0.021,0.061,0.157
1.56E+12,2019-06-26T11:50:28.916,1912.894,0.063,0.168,0.377
1.56E+12,2019-06-26T11:50:28.927,1912.905,0.107,0.317,0.803
1.56E+12,2019-06-26T11:50:28.936,1912.914,0.062,0.04,0.929
1.56E+12,2019-06-26T11:50:28.946,1912.924,0.016,-0.008,0.438
1.56E+12,2019-06-26T11:50:28.956,1912.934,0.048,0.032,0.164
1.56E+12,2019-06-26T11:50:28.966,1912.944,0.09,0.059,0.706
1.56E+12,2019-06-26T11:50:28.975,1912.953,0.084,-0.145,0.922
1.56E+12,2019-06-26T11:50:28.985,1912.963,0.06,-0.023,0.547
1.56E+12,2019-06-26T11:50:28.996,1912.974,0.079,-0.024,0.601
1.56E+12,2019-06-26T11:50:29.006,1912.984,0.011,-0.078,0.441
1.56E+12,2019-06-26T11:50:29.015,1912.993,0.043,-0.13,0.492
1.56E+12,2019-06-26T11:50:29.025,1913.003,0.056,0.069,0.61
1.56E+12,2019-06-26T11:50:29.035,1913.013,0.119,-0.048,0.638
1.56E+12,2019-06-26T11:50:29.045,1913.023,0.055,-0.047,0.382
1.56E+12,2019-06-26T11:50:29.054,1913.032,0.129,0.034,0.683
1.56E+12,2019-06-26T11:50:29.064,1913.042,0.133,0.081,0.6
1.56E+12,2019-06-26T11:50:29.075,1913.053,0.113,-0.079,0.646
1.56E+12,2019-06-26T11:50:29.085,1913.063,0.083,-0.074,0.496
1.56E+12,2019-06-26T11:50:29.094,1913.072,0.162,0.052,0.692
1.56E+12,2019-06-26T11:50:29.104,1913.082,0.114,0.125,0.622
1.56E+12,2019-06-26T11:50:29.114,1913.092,0.1,0.037,0.564
1.56E+12,2019-06-26T11:50:29.124,1913.102,0.103,0.114,0.458
1.56E+12,2019-06-26T11:50:29.133,1913.111,0.154,0.195,0.556
1.56E+12,2019-06-26T11:50:29.144,1913.122,0.1,0.105,0.406
1.56E+12,2019-06-26T11:50:29.154,1913.132,0.103,0.026,0.42
1.56E+12,2019-06-26T11:50:29.163,1913.141,0.104,0.092,0.271
1.56E+12,2019-06-26T11:50:29.173,1913.151,0.148,0.048,0.345
1.56E+12,2019-06-26T11:50:29.183,1913.161,0.071,-0.017,0.255
1.56E+12,2019-06-26T11:50:29.193,1913.171,0.149,0.039,0.358
1.56E+12,2019-06-26T11:50:29.202,1913.18,0.178,0.125,0.477
1.56E+12,2019-06-26T11:50:29.212,1913.19,0.133,-0.009,0.426
1.56E+12,2019-06-26T11:50:29.223,1913.201,0.073,-0.098,0.028
1.56E+12,2019-06-26T11:50:29.233,1913.211,0.159,-0.015,0.193
1.56E+12,2019-06-26T11:50:29.242,1913.22,0.113,0.021,0.227
1.56E+12,2019-06-26T11:50:29.252,1913.23,0.106,-0.084,0.036
1.56E+12,2019-06-26T11:50:29.262,1913.24,0.032,-0.09,-0.204
1.56E+12,2019-06-26T11:50:29.272,1913.25,0.168,0.026,0.018
1.56E+12,2019-06-26T11:50:29.281,1913.259,0.082,-0.027,-0.144
1.56E+12,2019-06-26T11:50:29.291,1913.269,0.118,-0.124,-0.215
1.56E+12,2019-06-26T11:50:29.302,1913.28,0.077,-0.043,-0.359
1.56E+12,2019-06-26T11:50:29.312,1913.29,0.162,0.022,-0.195
1.56E+12,2019-06-26T11:50:29.321,1913.299,0.094,-0.07,-0.396
1.56E+12,2019-06-26T11:50:29.331,1913.309,0.097,-0.076,-0.436
1.56E+12,2019-06-26T11:50:29.341,1913.319,0.108,0.072,-0.53
1.56E+12,2019-06-26T11:50:29.352,1913.33,0.149,-0.017,-0.381
1.56E+12,2019-06-26T11:50:29.360,1913.338,0.077,-0.084,-0.57
1.56E+12,2019-06-26T11:50:29.371,1913.349,0.127,-0.028,-0.533
1.56E+12,2019-06-26T11:50:29.381,1913.359,0.101,0.053,-0.52
1.56E+12,2019-06-26T11:50:29.390,1913.368,0.108,-0.105,-0.521
1.56E+12,2019-06-26T11:50:29.400,1913.378,0.062,-0.082,-0.593
1.56E+12,2019-06-26T11:50:29.410,1913.388,0.107,0.01,-0.46
1.56E+12,2019-06-26T11:50:29.420,1913.398,0.086,-0.029,-0.5
1.56E+12,2019-06-26T11:50:29.429,1913.407,0.104,-0.136,-0.519
1.56E+12,2019-06-26T11:50:29.439,1913.417,0.094,-0.038,-0.468
1.56E+12,2019-06-26T11:50:29.450,1913.428,0.108,0.024,-0.403
1.56E+12,2019-06-26T11:50:29.460,1913.438,0.092,-0.034,-0.559
1.56E+12,2019-06-26T11:50:29.469,1913.447,0.093,-0.053,-0.549
1.56E+12,2019-06-26T11:50:29.479,1913.457,0.092,0.082,-0.498
1.56E+12,2019-06-26T11:50:29.489,1913.467,0.102,0.038,-0.466
1.56E+12,2019-06-26T11:50:29.499,1913.477,0.076,-0.078,-0.633
1.56E+12,2019-06-26T11:50:29.508,1913.486,0.098,-0.005,-0.538
1.56E+12,2019-06-26T11:50:29.519,1913.497,0.117,0.073,-0.534
1.56E+12,2019-06-26T11:50:29.529,1913.507,0.054,0.007,-0.579
1.56E+12,2019-06-26T11:50:29.539,1913.517,0.087,-0.073,-0.688
1.56E+12,2019-06-26T11:50:29.548,1913.526,0.073,0.095,-0.601
1.56E+12,2019-06-26T11:50:29.558,1913.536,0.11,0.072,-0.705
1.56E+12,2019-06-26T11:50:29.568,1913.546,0.026,-0.004,-0.784
1.56E+12,2019-06-26T11:50:29.579,1913.557,0.077,-0.053,-0.761
1.56E+12,2019-06-26T11:50:29.589,1913.567,0.076,0.136,-0.579
1.56E+12,2019-06-26T11:50:29.598,1913.576,0.127,0.023,-0.782
1.56E+12,2019-06-26T11:50:29.608,1913.586,0.02,-0.01,-0.979
1.56E+12,2019-06-26T11:50:29.618,1913.596,0.088,0.017,-0.924
1.56E+12,2019-06-26T11:50:29.627,1913.605,0.057,0.127,-0.683
1.56E+12,2019-06-26T11:50:29.637,1913.615,0.106,-0.058,-0.865
1.56E+12,2019-06-26T11:50:29.647,1913.625,0.023,0.013,-0.941
1.56E+12,2019-06-26T11:50:29.656,1913.634,0.071,0.022,-0.829
1.56E+12,2019-06-26T11:50:29.668,1913.646,0.043,0.086,-0.779
1.56E+12,2019-06-26T11:50:29.677,1913.655,0.101,-0.064,-0.863
1.56E+12,2019-06-26T11:50:29.687,1913.665,0.032,0.052,-0.784
1.56E+12,2019-06-26T11:50:29.696,1913.674,0.082,0.014,-0.779
1.56E+12,2019-06-26T11:50:29.706,1913.684,0.014,0.031,-0.839
1.56E+12,2019-06-26T11:50:29.716,1913.694,0.083,-0.058,-0.857
1.56E+12,2019-06-26T11:50:29.727,1913.705,0.028,0.107,-0.738
1.56E+12,2019-06-26T11:50:29.735,1913.713,0.061,0.013,-0.877
1.56E+12,2019-06-26T11:50:29.746,1913.724,0.017,0.037,-0.889
1.56E+12,2019-06-26T11:50:29.756,1913.734,0.086,-0.036,-0.797
1.56E+12,2019-06-26T11:50:29.766,1913.744,0.029,0.104,-0.721
1.56E+12,2019-06-26T11:50:29.775,1913.753,0.051,-0.041,-0.923
1.56E+12,2019-06-26T11:50:29.785,1913.763,0.03,0.042,-0.922
1.56E+12,2019-06-26T11:50:29.795,1913.773,0.062,0.018,-0.818
1.56E+12,2019-06-26T11:50:29.806,1913.784,0.019,0.138,-0.826
1.56E+12,2019-06-26T11:50:29.814,1913.792,0.037,-0.044,-0.931
1.56E+12,2019-06-26T11:50:29.825,1913.803,0.03,0.063,-0.781
1.56E+12,2019-06-26T11:50:29.835,1913.813,0.057,0.069,-0.683
1.56E+12,2019-06-26T11:50:29.845,1913.823,0.004,0.18,-0.566
1.56E+12,2019-06-26T11:50:29.854,1913.832,0.039,0.209,-0.127
1.56E+12,2019-06-26T11:50:29.864,1913.842,0.117,0.67,1.56
1.56E+12,2019-06-26T11:50:29.874,1913.852,0.039,0.763,3.377
1.56E+12,2019-06-26T11:50:29.885,1913.863,0.423,0.259,4.3
1.56E+12,2019-06-26T11:50:29.894,1913.872,-0.137,0.016,1.791
1.56E+12,2019-06-26T11:50:29.904,1913.882,-0.035,-0.343,0.919
1.56E+12,2019-06-26T11:50:29.914,1913.892,-0.033,-0.392,0.919
1.56E+12,2019-06-26T11:50:29.923,1913.901,0.016,-0.013,1.939
1.56E+12,2019-06-26T11:50:29.933,1913.911,0.178,-0.026,1.759
1.56E+12,2019-06-26T11:50:29.943,1913.921,-0.019,-0.58,0.245
1.56E+12,2019-06-26T11:50:29.954,1913.932,-0.239,-0.62,-0.572
1.56E+12,2019-06-26T11:50:29.962,1913.94,-0.013,-0.493,0.481
1.56E+12,2019-06-26T11:50:29.973,1913.951,0.113,-0.262,1.149
1.56E+12,2019-06-26T11:50:29.983,1913.961,0.099,-0.009,0.232
1.56E+12,2019-06-26T11:50:29.993,1913.971,-0.004,-0.013,-0.094
1.56E+12,2019-06-26T11:50:30.002,1913.98,0.026,-0.066,-0.379
1.56E+12,2019-06-26T11:50:30.012,1913.99,0.065,-0.107,0.071
1.56E+12,2019-06-26T11:50:30.022,1914,0.052,-0.197,0.511
1.56E+12,2019-06-26T11:50:30.033,1914.011,0.007,-0.373,0.38
1.56E+12,2019-06-26T11:50:30.041,1914.019,-0.014,-0.202,0.249
1.56E+12,2019-06-26T11:50:30.052,1914.03,-0.104,-0.238,0.144
1.56E+12,2019-06-26T11:50:30.062,1914.04,-0.137,-0.203,-0.07
1.56E+12,2019-06-26T11:50:30.072,1914.05,0.004,-0.172,0.139
1.56E+12,2019-06-26T11:50:30.081,1914.059,0.011,0.042,-0.066
1.56E+12,2019-06-26T11:50:30.091,1914.069,-0.07,-0.13,-0.272
1.56E+12,2019-06-26T11:50:30.102,1914.08,-0.016,-0.116,-0.412
1.56E+12,2019-06-26T11:50:30.112,1914.09,0.149,0.026,-0.104
1.56E+12,2019-06-26T11:50:30.121,1914.099,0.09,0.047,-0.132
1.56E+12,2019-06-26T11:50:30.131,1914.109,-0.019,-0.09,-0.341
1.56E+12,2019-06-26T11:50:30.141,1914.119,0.118,0.025,-0.326
1.56E+12,2019-06-26T11:50:30.151,1914.129,0.103,0.008,-0.037
1.56E+12,2019-06-26T11:50:30.160,1914.138,0.03,-0.09,-0.096
1.56E+12,2019-06-26T11:50:30.170,1914.148,0.027,-0.103,-0.185
1.56E+12,2019-06-26T11:50:30.181,1914.159,0.028,0.105,-0.27
1.56E+12,2019-06-26T11:50:30.191,1914.169,0.018,0.016,-0.34
1.56E+12,2019-06-26T11:50:30.200,1914.178,-0.033,0.043,-0.429
1.56E+12,2019-06-26T11:50:30.210,1914.188,-0.002,0.079,-0.506
1.56E+12,2019-06-26T11:50:30.220,1914.198,-0.014,0.195,-0.464
1.56E+12,2019-06-26T11:50:30.229,1914.207,-0.047,-0.06,-0.469
1.56E+12,2019-06-26T11:50:30.239,1914.217,0.025,0.05,-0.365
1.56E+12,2019-06-26T11:50:30.249,1914.227,0.03,0.068,-0.12
1.56E+12,2019-06-26T11:50:30.260,1914.238,0.041,0.111,-0.073
1.56E+12,2019-06-26T11:50:30.269,1914.247,0.015,-0.067,-0.218
1.56E+12,2019-06-26T11:50:30.279,1914.257,0.082,0.068,-0.106
1.56E+12,2019-06-26T11:50:30.289,1914.267,0.059,0.04,-0.186
1.56E+12,2019-06-26T11:50:30.299,1914.277,-0.001,0.006,-0.231
1.56E+12,2019-06-26T11:50:30.308,1914.286,0.017,-0.07,-0.376
1.56E+12,2019-06-26T11:50:30.318,1914.296,0.076,0.157,-0.205
1.56E+12,2019-06-26T11:50:30.329,1914.307,-0.05,0.066,-0.298
1.56E+12,2019-06-26T11:50:30.339,1914.317,-0.026,0.065,-0.219
1.56E+12,2019-06-26T11:50:30.348,1914.326,-0.08,0.035,-0.067
1.56E+12,2019-06-26T11:50:30.358,1914.336,0.013,0.177,0.379
1.56E+12,2019-06-26T11:50:30.368,1914.346,-0.025,-0.03,0.648
1.56E+12,2019-06-26T11:50:30.378,1914.356,-0.015,0.113,1.153
1.56E+12,2019-06-26T11:50:30.389,1914.367,0.054,0.244,2.106
1.56E+12,2019-06-26T11:50:30.397,1914.375,0.132,0.259,2.084
1.56E+12,2019-06-26T11:50:30.408,1914.386,-0.022,0.15,1.012
1.56E+12,2019-06-26T11:50:30.418,1914.396,0.221,0.437,2.284
1.56E+12,2019-06-26T11:50:30.427,1914.405,0.232,0.598,2.237
1.56E+12,2019-06-26T11:50:30.437,1914.415,0.253,0.702,2.449
1.56E+12,2019-06-26T11:50:30.447,1914.425,0.115,-0.054,1.555
1.56E+12,2019-06-26T11:50:30.456,1914.434,0.056,-0.397,0.932
1.56E+12,2019-06-26T11:50:30.468,1914.446,0.163,-0.344,1.539
1.56E+12,2019-06-26T11:50:30.477,1914.455,0.128,-0.193,1.558
1.56E+12,2019-06-26T11:50:30.487,1914.465,0.166,-0.115,1.238
1.56E+12,2019-06-26T11:50:30.496,1914.474,0.087,0.245,0.574
1.56E+12,2019-06-26T11:50:30.506,1914.484,0.14,0.27,0.659
1.56E+12,2019-06-26T11:50:30.516,1914.494,0.103,0.274,0.323
1.56E+12,2019-06-26T11:50:30.526,1914.504,0.201,0.07,0.567
1.56E+12,2019-06-26T11:50:30.535,1914.513,0.153,0.007,0.592
1.56E+12,2019-06-26T11:50:30.545,1914.523,0.123,-0.152,0.457
1.56E+12,2019-06-26T11:50:30.556,1914.534,0.132,-0.041,0.387
1.56E+12,2019-06-26T11:50:30.566,1914.544,0.156,0.053,0.424
1.56E+12,2019-06-26T11:50:30.575,1914.553,0.091,0.046,0.149
1.56E+12,2019-06-26T11:50:30.585,1914.563,0.1,-0.048,0.32
1.56E+12,2019-06-26T11:50:30.595,1914.573,0.131,0.117,0.337
1.56E+12,2019-06-26T11:50:30.605,1914.583,0.13,0.034,0.307
1.56E+12,2019-06-26T11:50:30.614,1914.592,0.035,-0.012,0.031
1.56E+12,2019-06-26T11:50:30.624,1914.602,0.055,-0.049,0.034
1.56E+12,2019-06-26T11:50:30.635,1914.613,0.132,0.141,0.037
1.56E+12,2019-06-26T11:50:30.645,1914.623,0.112,0.004,0.175
1.56E+12,2019-06-26T11:50:30.654,1914.632,0.102,-0.026,0.01
1.56E+12,2019-06-26T11:50:30.664,1914.642,0.144,-0.02,0.184
1.56E+12,2019-06-26T11:50:30.674,1914.652,0.158,-0.019,0.044
1.56E+12,2019-06-26T11:50:30.685,1914.663,0.118,-0.201,0.047
1.56E+12,2019-06-26T11:50:30.693,1914.671,0.11,-0.137,-0.004
1.56E+12,2019-06-26T11:50:30.704,1914.682,0.168,-0.023,0.121
1.56E+12,2019-06-26T11:50:30.714,1914.692,0.135,0.033,0.052
1.56E+12,2019-06-26T11:50:30.723,1914.701,0.095,-0.102,-0.02
1.56E+12,2019-06-26T11:50:30.733,1914.711,0.089,0.057,-0.079
1.56E+12,2019-06-26T11:50:30.743,1914.721,0.142,-0.027,0.194
1.56E+12,2019-06-26T11:50:30.753,1914.731,0.067,-0.112,0.122
1.56E+12,2019-06-26T11:50:30.762,1914.74,0.09,-0.179,0.155
1.56E+12,2019-06-26T11:50:30.772,1914.75,0.085,0.021,0.247
1.56E+12,2019-06-26T11:50:30.783,1914.761,0.115,-0.132,0.211
1.56E+12,2019-06-26T11:50:30.793,1914.771,0.079,-0.151,0.176
1.56E+12,2019-06-26T11:50:30.802,1914.78,0.129,-0.145,0.248
1.56E+12,2019-06-26T11:50:30.812,1914.79,0.121,-0.005,0.113
1.56E+12,2019-06-26T11:50:30.822,1914.8,0.112,-0.232,0.193
1.56E+12,2019-06-26T11:50:30.832,1914.81,0.089,-0.104,0.135
1.56E+12,2019-06-26T11:50:30.841,1914.819,0.15,-0.001,0.31
1.56E+12,2019-06-26T11:50:30.852,1914.83,0.117,0.085,0.252
